#              ************************************
#              *****    GLOBAL ATTRIBUTES    ******
#              ************************************
#
#     TITLE                           ACE> Magnetometer Parameters
#     PROJECT                         ISTP>International Solar-Terrestrial Physics
#     DISCIPLINE                      Space Physics>Interplanetary Studies
#     SOURCE_NAME                     AC>Advanced Composition Explorer
#     DATA_TYPE                       H0>16-Sec Level 2 Data
#     DESCRIPTOR                      MAG>ACE Magnetic Field Instrument
#     DATA_VERSION                    5
#     GENERATED_BY                    ACE Science Center
#     GENERATION_DATE                 20110829
#     LINK_TEXT                       Release notes and other info available at
#     LINK_TITLE                      the ACE Science Center Level 2 Data website
#     HTTP_LINK                       http://www.srl.caltech.edu/ACE/ASC/level2/index.html
#     TEXT                            MAG - ACE Magnetic Field Experiment
#                                     References: http://www.srl.caltech.edu/ACE/
#                                     The quality of ACE level 2 data is such that it is suitable for serious
#                                     scientific study.  However, to avoid confusion and misunderstanding, it
#                                     is recommended that users consult with the appropriate ACE team members
#                                     before publishing work derived from the data. The ACE team has worked
#                                     hard to ensure that the level 2 data are free from errors, but the team
#                                     cannot accept responsibility for erroneous data, or for misunderstandings
#                                     about how the data may be used. This is especially true if the appropriate
#                                     ACE team members are not consulted before publication. At the very
#                                     least, preprints should be forwarded to the ACE team before publication.
#     MODS                            Initial Release 9/7/01
#                                     12/04/02: Fixed description of Epoch time variable.
#     ADID_REF                        NSSD0327
#     LOGICAL_FILE_ID                 ac_h0_mfi_00000000_v01
#     LOGICAL_SOURCE                  AC_H0_MFI
#     LOGICAL_SOURCE_DESCRIPTION      H0 - ACE Magnetic Field 16-Second Level 2 Data
#     PI_NAME                         N. Ness
#     PI_AFFILIATION                  Bartol Research Institute
#     MISSION_GROUP                   ACE
#                                     !___Interplanetary Data near 1 AU
#     INSTRUMENT_TYPE                 Magnetic Fields (space)
#     TIME_RESOLUTION                 16 second
#     WEB_SITE                        http://www.srl.caltech.edu/ACE/
#     ACKNOWLEDGEMENT                 Please acknowledge the Principal
#                                     Investigator, N. Ness of Bartol Research
#                                     Institute
#     RULES_OF_USE                    See the rules of use available from the ACE
#                                     Science Center at:
#                                     http://www.srl.caltech.edu/ACE/ASC/level2/policy_lvl2.html
#     ALT_LOGICAL_SOURCE              ACE_MAG_Solar-Wind-Magnetic-Field-Level2-H0_16sec_cdf
#     SPASE_DATASETRESOURCEID         spase://VHO/NumericalData/ACE/MAG/L2_PT16S
#
#              ************************************
#              ****  RECORD VARYING VARIABLES  ****
#              ************************************
#
#  1. Time, beginning of interval
#  2. B-field magnitude
#  3. Magnetic field vector in GSM coordinates (16 sec)
#
EPOCH                           <|B|>         BX_(GSM)         BY_(GSM)         BZ_(GSM)
                                      (@_x_component_) (@_y_component_) (@_z_component_)
dd-mm-yyyy hh:mm:ss.ms             nT               nT               nT               nT
06-01-2011 18:00:00.000       4.32000        -0.656000          1.42200          4.02200
06-01-2011 18:00:16.000       4.27500        -0.846000          1.47400          3.90700
06-01-2011 18:00:32.000       4.30600         -1.13000          1.56700          3.84400
06-01-2011 18:00:48.000       4.60200         0.451000          1.34600          4.28400
06-01-2011 18:01:04.000       4.61800         0.430000          1.19200          4.32300
06-01-2011 18:01:20.000       4.55400         0.125000          1.04300          4.25900
06-01-2011 18:01:36.000       4.31100         -1.49200          1.55200          3.72100
06-01-2011 18:01:52.000       4.30400         -1.51700          1.48500          3.73900
06-01-2011 18:02:08.000       4.17600         -1.09800          1.24800          3.81300
06-01-2011 18:02:24.000       4.50000         -1.01200          1.34500          4.16300
06-01-2011 18:02:40.000       4.68500         -1.11100          1.61200          4.25300
06-01-2011 18:02:56.000       4.71600         -1.32900          1.58500          4.22800
06-01-2011 18:03:12.000       4.61500         -1.54300          1.52800          4.05400
06-01-2011 18:03:28.000       3.97700         -2.24800         0.514000          2.73400
06-01-2011 18:03:44.000       3.52600         -3.34900        -0.490000         0.894000
06-01-2011 18:04:00.000       3.70400         -3.06500        -0.190000          2.00600
06-01-2011 18:04:16.000       4.87800        -0.275000          1.09700          4.73900
06-01-2011 18:04:32.000       4.54200        -0.786000          1.18300          4.30000
06-01-2011 18:04:48.000       5.12100        -0.578000          1.23400          4.92000
06-01-2011 18:05:04.000       5.44600        -0.458000         0.442000          5.27900
06-01-2011 18:05:20.000       4.70100        -0.346000        -0.482000          4.64000
06-01-2011 18:05:36.000       4.49500        -0.143000         -1.15200          4.19900
06-01-2011 18:05:52.000       5.12100          1.07900         -1.98200          4.58800
06-01-2011 18:06:08.000       4.91000          1.24900         -2.08800          4.26000
06-01-2011 18:06:24.000       4.47500          1.21300         -2.10200          3.75400
06-01-2011 18:06:40.000       3.87200         0.477000         -1.78100          3.32700
06-01-2011 18:06:56.000       3.69400         0.844000         -2.11100          2.89900
06-01-2011 18:07:12.000       3.27400         0.873000         -1.90300          2.50800
06-01-2011 18:07:28.000       3.55900          1.11200         -2.09000          2.64300
06-01-2011 18:07:44.000       3.72700          1.08600         -2.33800          2.67400
06-01-2011 18:08:00.000       3.56000         0.940000         -2.16400          2.57100
06-01-2011 18:08:16.000       3.43600         0.892000         -2.01500          2.63100
06-01-2011 18:08:32.000       3.32500         0.425000         -1.66300          2.62200
06-01-2011 18:08:48.000       2.70800         -1.07400          1.63300          1.58200
06-01-2011 18:09:04.000       3.22100         -1.15800         0.487000          2.86200
06-01-2011 18:09:20.000       3.31600         -1.41700          1.17400          2.72600
06-01-2011 18:09:36.000       3.56400        -0.976000          2.22400          2.58600
06-01-2011 18:09:52.000       2.96400         -1.13200          2.01700          1.76600
06-01-2011 18:10:08.000       2.22400         -1.21000          1.26400          1.34900
06-01-2011 18:10:24.000       2.25300         -1.20800          1.35400          1.25700
06-01-2011 18:10:40.000       2.63200         -1.59100          1.67500          1.12200
06-01-2011 18:10:56.000       2.73200         -1.53800          2.23600       -0.0650000
06-01-2011 18:11:12.000       2.88500         -1.88000          2.16800         0.254000
06-01-2011 18:11:28.000       1.96200         -1.13300          1.51700         0.424000
06-01-2011 18:11:44.000       2.62700         -1.23300          1.81600          1.40800
06-01-2011 18:12:00.000       3.06400         -1.27700          2.01200          1.92000
06-01-2011 18:12:16.000       2.91100         -1.17700          1.77700          1.97600
06-01-2011 18:12:32.000       2.96000         0.137000        0.0410000          1.60700
06-01-2011 18:12:48.000       3.02100          1.58100         -2.39600         0.937000
06-01-2011 18:13:04.000       2.93000          1.61700         -2.21100          1.03700
06-01-2011 18:13:20.000       3.01300          1.67400         -2.27200          1.04800
06-01-2011 18:13:36.000       2.68600          1.48400         -1.98400          1.01000
06-01-2011 18:13:52.000       2.58500          1.59500         -1.93700         0.597000
06-01-2011 18:14:08.000       2.57500          1.64100         -1.84700         0.707000
06-01-2011 18:14:24.000       3.08700          1.57600         -2.23700          1.30800
06-01-2011 18:14:40.000       3.27400          1.78200         -2.36300          1.39200
06-01-2011 18:14:56.000       3.29800          1.84500         -2.27300          1.50900
06-01-2011 18:15:12.000       3.06600          1.75300         -2.14900          1.25400
06-01-2011 18:15:28.000       2.96100          1.87000         -2.18800        -0.209000
06-01-2011 18:15:44.000       3.44400          2.39000         -2.35900        -0.743000
06-01-2011 18:16:00.000       3.37000          2.22100         -2.38600         0.767000
06-01-2011 18:16:16.000       3.78200          2.54500         -2.76300        -0.348000
06-01-2011 18:16:32.000       4.06800          2.68900         -3.03000        -0.217000
06-01-2011 18:16:48.000       4.27700          2.84200         -3.19400       -0.0730000
06-01-2011 18:17:04.000       4.18500          2.75900         -3.13200        -0.227000
06-01-2011 18:17:20.000       3.76600          2.61700         -2.59800        -0.728000
06-01-2011 18:17:36.000       3.77500          2.58800         -2.73300        -0.251000
06-01-2011 18:17:52.000       3.81000          2.62500         -2.75400        -0.127000
06-01-2011 18:18:08.000       4.00700          2.70300         -2.93300        -0.344000
06-01-2011 18:18:24.000       4.18100          2.87900         -3.01200        -0.322000
06-01-2011 18:18:40.000       3.97100          2.73600         -2.86600        -0.238000
06-01-2011 18:18:56.000       3.92500          2.73100         -2.81300        -0.146000
06-01-2011 18:19:12.000       3.84600          2.69000         -2.73900        -0.171000
06-01-2011 18:19:28.000       3.80900          2.66500         -2.70300        -0.222000
06-01-2011 18:19:44.000       3.86600          2.79500         -2.65200        -0.168000
06-01-2011 18:20:00.000       3.84800          2.65300         -2.77900        -0.175000
06-01-2011 18:20:16.000       3.74300          2.67200         -2.61300        -0.157000
06-01-2011 18:20:32.000       3.75700          2.61200         -2.69500       -0.0740000
06-01-2011 18:20:48.000       3.74500          2.73700         -2.55000        -0.145000
06-01-2011 18:21:04.000       3.73700          2.72900         -2.55000       -0.0110000
06-01-2011 18:21:20.000       3.80500          2.82000         -2.54900       -0.0360000
06-01-2011 18:21:36.000       3.80600          2.83600         -2.53000       -0.0260000
06-01-2011 18:21:52.000       3.72200          2.73400         -2.51800        0.0560000
06-01-2011 18:22:08.000       3.72300          2.79300         -2.45400        0.0630000
06-01-2011 18:22:24.000       3.63200          2.72200         -2.39700         0.141000
06-01-2011 18:22:40.000       3.49000          2.63100         -2.20600         0.502000
06-01-2011 18:22:56.000       3.59700          2.72900         -2.28300         0.503000
06-01-2011 18:23:12.000       3.47800          2.75400         -2.11100        0.0810000
06-01-2011 18:23:28.000       3.48400          2.83200         -2.02100        -0.152000
06-01-2011 18:23:44.000       3.45500          2.78000         -2.04200        -0.128000
06-01-2011 18:24:00.000       3.43400          2.78300         -2.00500       -0.0980000
06-01-2011 18:24:16.000       3.40400          2.85000         -1.85100        -0.139000
06-01-2011 18:24:32.000       3.72400          3.16700         -1.94300        -0.108000
06-01-2011 18:24:48.000       3.80500          2.89600         -2.42700         0.401000
06-01-2011 18:25:04.000       3.83100          2.94200         -2.43000         0.324000
06-01-2011 18:25:20.000       3.86300          2.97400         -2.41800         0.462000
06-01-2011 18:25:36.000       3.79700          2.94100         -2.36000         0.433000
06-01-2011 18:25:52.000       3.82200          2.93900         -2.39900         0.454000
06-01-2011 18:26:08.000       3.82100          2.93200         -2.38400         0.545000
06-01-2011 18:26:24.000       3.89200          2.91500         -2.51800         0.545000
06-01-2011 18:26:40.000       3.86800          2.80300         -2.60000         0.576000
06-01-2011 18:26:56.000       3.85100          2.68100         -2.72000         0.480000
06-01-2011 18:27:12.000       3.84100          2.79400         -2.56500         0.567000
06-01-2011 18:27:28.000       3.79100          2.75700         -2.55200         0.479000
06-01-2011 18:27:44.000       3.77700          2.62300         -2.68400         0.417000
06-01-2011 18:28:00.000       3.71300          2.68500         -2.52800         0.410000
06-01-2011 18:28:16.000       3.78400          2.91500         -2.40500        0.0950000
06-01-2011 18:28:32.000       3.70800          2.93300         -2.23500      -0.00400000
06-01-2011 18:28:48.000       3.81000          2.99100         -2.30600         0.482000
06-01-2011 18:29:04.000       3.84100          2.97000         -2.30800         0.691000
06-01-2011 18:29:20.000       3.89300          3.03700         -2.37300         0.517000
06-01-2011 18:29:36.000       3.84400          2.92100         -2.44400         0.480000
06-01-2011 18:29:52.000       3.70500          2.74600         -2.44000         0.468000
06-01-2011 18:30:08.000       3.64300          2.70800         -2.31600         0.727000
06-01-2011 18:30:24.000       3.67000          2.72000         -2.33000         0.787000
06-01-2011 18:30:40.000       3.93300          2.67600         -2.81300         0.539000
06-01-2011 18:30:56.000       3.93400          2.86900         -2.59900         0.673000
06-01-2011 18:31:12.000       4.02300          2.81000         -2.78500         0.719000
06-01-2011 18:31:28.000       3.94500          2.74500         -2.76500         0.612000
06-01-2011 18:31:44.000       3.93800          2.81600         -2.66100         0.694000
06-01-2011 18:32:00.000       3.97500          2.84000         -2.65200         0.812000
06-01-2011 18:32:16.000       2.85100          1.99400         -1.99400         0.396000
06-01-2011 18:32:32.000       2.68400          1.81900         -1.96400         0.133000
06-01-2011 18:32:48.000       2.71000          1.81700         -2.00500       -0.0680000
06-01-2011 18:33:04.000       2.62500          1.79600         -1.86600        -0.360000
06-01-2011 18:33:20.000       2.93100          1.95200         -2.12200        -0.148000
06-01-2011 18:33:36.000       3.76100          2.54900         -2.66600         0.706000
06-01-2011 18:33:52.000       3.82300          2.59100         -2.65300         0.922000
06-01-2011 18:34:08.000       3.97600          2.73800         -2.71500         0.963000
06-01-2011 18:34:24.000       3.93800          2.77200         -2.57900          1.07100
06-01-2011 18:34:40.000       3.86100          2.77300         -2.38100          1.23600
06-01-2011 18:34:56.000       3.89500          2.59100         -2.69500          1.07200
06-01-2011 18:35:12.000       3.75700          2.50300         -2.61900         0.988000
06-01-2011 18:35:28.000       3.69800          2.35300         -2.57100          1.22800
06-01-2011 18:35:44.000       3.22700          2.01600         -2.33500         0.937000
06-01-2011 18:36:00.000       3.22100          2.04200         -2.31200         0.917000
06-01-2011 18:36:16.000       3.41900          2.22000         -2.43900         0.892000
06-01-2011 18:36:32.000       3.56100          2.23400         -2.62700         0.879000
06-01-2011 18:36:48.000       3.31300          2.18400         -2.31100         0.813000
06-01-2011 18:37:04.000       2.92100          1.84500         -2.11600         0.705000
06-01-2011 18:37:20.000       2.81200          1.76100         -2.03600         0.786000
06-01-2011 18:37:36.000       2.91100          1.82400         -2.02400          1.01100
06-01-2011 18:37:52.000       2.65200          1.76800         -1.64900          1.03400
06-01-2011 18:38:08.000       2.70900          2.09700         -1.43400         0.890000
06-01-2011 18:38:24.000       2.85900          2.25700         -1.35200          1.06300
06-01-2011 18:38:40.000       2.81100          2.07800         -1.01400          1.48900
06-01-2011 18:38:56.000       2.68100          2.09400        -0.554000          1.57700
06-01-2011 18:39:12.000       2.78700          2.10500        -0.954000          1.49900
06-01-2011 18:39:28.000       2.73100          1.87000         -1.57500          1.20800
06-01-2011 18:39:44.000       2.77200          1.87700         -1.73300          1.03900
06-01-2011 18:40:00.000       2.76000          2.09700         -1.44800         0.894000
06-01-2011 18:40:16.000       2.89800          2.03000         -1.87300         0.841000
06-01-2011 18:40:32.000       2.82200          2.16700         -1.73500         0.393000
06-01-2011 18:40:48.000       2.85700          2.06700         -1.75900         0.859000
06-01-2011 18:41:04.000       2.71700          1.92900         -1.16700          1.37700
06-01-2011 18:41:20.000       2.44700          1.82600        -0.377000          1.51000
06-01-2011 18:41:36.000       2.29400          1.26900        -0.739000          1.72400
06-01-2011 18:41:52.000       2.31100         0.859000        -0.871000          1.94800
06-01-2011 18:42:08.000       2.33800          1.11900         -1.08100          1.67500
06-01-2011 18:42:24.000       2.21100          1.25100         -1.03100          1.39500
06-01-2011 18:42:40.000       1.83700          1.02000        -0.941000         0.809000
06-01-2011 18:42:56.000       1.88700         0.129000        -0.620000         -1.70800
06-01-2011 18:43:12.000       2.39100        0.0370000         -1.10800         -1.97700
06-01-2011 18:43:28.000       1.59900         0.604000         -1.06200         -1.01100
06-01-2011 18:43:44.000       1.90900         0.618000         -1.07300         -1.43400
06-01-2011 18:44:00.000       1.92200         0.805000         -1.19800         -1.22000
06-01-2011 18:44:16.000       2.10300         0.900000         -1.44500         -1.21100
06-01-2011 18:44:32.000       1.94300         0.695000         -1.30500         -1.20200
06-01-2011 18:44:48.000       2.24400          1.60000         -1.20600         0.196000
06-01-2011 18:45:04.000       2.72400          2.19400         -1.53600         0.328000
06-01-2011 18:45:20.000       2.74700          2.17200         -1.36700         0.892000
06-01-2011 18:45:36.000       1.70200          1.28300        -0.531000         0.874000
06-01-2011 18:45:52.000      0.988000         0.485000       -0.0420000         0.173000
06-01-2011 18:46:08.000       1.33800          1.01700         0.426000         0.639000
06-01-2011 18:46:24.000       1.42600         0.240000         0.653000        -0.842000
06-01-2011 18:46:40.000       1.35000        -0.167000         0.727000         -1.08700
06-01-2011 18:46:56.000      0.911000        0.0230000         0.693000        -0.265000
06-01-2011 18:47:12.000      0.867000         0.421000         0.619000        0.0560000
06-01-2011 18:47:28.000       1.05800         0.479000         0.506000         0.571000
06-01-2011 18:47:44.000       1.78800         0.975000        0.0890000          1.48700
06-01-2011 18:48:00.000       2.17400          1.18500         0.249000          1.80000
06-01-2011 18:48:16.000       1.65500          1.00300         0.242000          1.27700
06-01-2011 18:48:32.000       1.51300          1.08800        -0.734000         0.435000
06-01-2011 18:48:48.000       2.08100         0.257000         -1.30800         -1.50400
06-01-2011 18:49:04.000       1.90300         0.156000         -1.15900         -1.40000
06-01-2011 18:49:20.000       1.17600         0.491000        -0.532000        -0.536000
06-01-2011 18:49:36.000       2.37600         0.111000         -1.26200         -1.98200
06-01-2011 18:49:52.000       2.42600       -0.0830000         -1.22900         -2.08300
06-01-2011 18:50:08.000       2.32800         0.369000         -1.49500         -1.69800
06-01-2011 18:50:24.000       2.21900         0.732000         -1.68600         -1.17800
06-01-2011 18:50:40.000       1.88300         0.480000        -0.900000         -1.47800
06-01-2011 18:50:56.000       2.96500         0.194000         -2.03000         -2.10000
06-01-2011 18:51:12.000       3.34900         0.406000         -2.52900         -2.13600
06-01-2011 18:51:28.000       3.35300         0.107000         -2.04600         -2.63000
06-01-2011 18:51:44.000       3.29400         0.430000         -2.07100         -2.48600
06-01-2011 18:52:00.000       3.30000         0.821000         -2.48200         -1.97500
06-01-2011 18:52:16.000       3.48900          1.04100         -2.84700         -1.71700
06-01-2011 18:52:32.000       3.43400          1.05800         -2.80200         -1.63700
06-01-2011 18:52:48.000       3.37300         0.852000         -2.76000         -1.67800
06-01-2011 18:53:04.000       3.42400          1.12800         -2.75000         -1.54700
06-01-2011 18:53:20.000       3.00700         0.854000         -2.36300         -1.56100
06-01-2011 18:53:36.000       3.51000          1.12200         -2.77100         -1.64900
06-01-2011 18:53:52.000       3.54700          1.26900         -2.18200         -2.43700
06-01-2011 18:54:08.000       2.92500          1.19300         -2.41000       -0.0610000
06-01-2011 18:54:24.000       2.92600         0.926000         -2.59400        0.0610000
06-01-2011 18:54:40.000       3.99900          1.61700         -3.54000        -0.105000
06-01-2011 18:54:56.000       5.34800          2.42000         -4.39500         -1.79400
06-01-2011 18:55:12.000       6.05600          2.38800         -4.99400         -2.43100
06-01-2011 18:55:28.000       5.44900          2.19400         -4.54000         -2.05800
06-01-2011 18:55:44.000       5.52600          2.23500         -4.77000         -1.64700
06-01-2011 18:56:00.000       4.34600          1.86900         -3.80700        -0.904000
06-01-2011 18:56:16.000       3.95000          1.60000         -3.60000        -0.253000
06-01-2011 18:56:32.000       3.73300          1.36800         -3.46200        -0.237000
06-01-2011 18:56:48.000       3.56200          1.18300         -3.33700        -0.375000
06-01-2011 18:57:04.000       3.54500          1.18100         -3.30800        -0.470000
06-01-2011 18:57:20.000       2.81600         0.789000         -2.66100         0.368000
06-01-2011 18:57:36.000       2.75300         0.753000         -2.53100         0.599000
06-01-2011 18:57:52.000       3.08800         0.744000         -2.93600        -0.482000
06-01-2011 18:58:08.000       3.50800         0.866000         -3.22000         -1.04300
06-01-2011 18:58:24.000       3.78600         0.850000         -3.30800         -1.61400
06-01-2011 18:58:40.000       3.86400         0.720000         -2.98400         -2.29800
06-01-2011 18:58:56.000       4.39200         0.828000         -3.19700         -2.88000
06-01-2011 18:59:12.000       4.26300         0.821000         -3.31800         -2.54100
06-01-2011 18:59:28.000       4.01900          1.25400         -2.96300         -2.40300
06-01-2011 18:59:44.000       3.92300         0.924000         -3.00100         -2.34400
06-01-2011 19:00:00.000       3.42000         0.815000         -2.40300         -2.26400
06-01-2011 19:00:16.000       4.04900         0.923000         -3.19500         -2.30300
06-01-2011 19:00:32.000       4.61000         0.747000         -3.08100         -3.27600
06-01-2011 19:00:48.000       5.07500         0.922000         -2.96100         -4.01500
06-01-2011 19:01:04.000       4.75400         0.851000         -2.80100         -3.74400
06-01-2011 19:01:20.000       4.90500         0.970000         -2.97700         -3.77300
06-01-2011 19:01:36.000       4.73400         0.903000         -3.04800         -3.50200
06-01-2011 19:01:52.000       4.76400         0.792000         -2.83900         -3.73900
06-01-2011 19:02:08.000       4.93400         0.835000         -2.62400         -4.09100
06-01-2011 19:02:24.000       5.05700         0.879000         -2.33200         -4.39800
06-01-2011 19:02:40.000       4.92700         0.770000         -1.89900         -4.47800
06-01-2011 19:02:56.000       4.90600         0.616000         -1.91600         -4.47300
06-01-2011 19:03:12.000       5.21200         0.494000         -1.72100         -4.89300
06-01-2011 19:03:28.000       5.09900         0.538000         -1.56100         -4.82100
06-01-2011 19:03:44.000       4.60000         0.378000         -1.22100         -4.41400
06-01-2011 19:04:00.000       4.74200         0.227000         -1.28900         -4.55600
06-01-2011 19:04:16.000       4.64100         0.239000         -1.23700         -4.46200
06-01-2011 19:04:32.000       4.30100         0.395000         -1.31200         -4.07400
06-01-2011 19:04:48.000       4.40400         0.209000         -1.08700         -4.26000
06-01-2011 19:05:04.000       4.19400         0.195000         -1.00700         -4.06300
06-01-2011 19:05:20.000       4.42400         0.338000         -1.09100         -4.26300
06-01-2011 19:05:36.000       4.02800         0.334000        -0.955000         -3.89600
06-01-2011 19:05:52.000       3.27500       -0.0170000       -0.0570000         -3.13400
06-01-2011 19:06:08.000       2.55100        -0.626000          1.57600         -1.80700
06-01-2011 19:06:24.000       2.72300        -0.686000          1.56700         -2.11300
06-01-2011 19:06:40.000       2.40000        -0.894000          1.41700         -1.70400
06-01-2011 19:06:56.000       2.75700         -1.05400          2.02500         -1.53500
06-01-2011 19:07:12.000       3.06900         -1.06600          2.30500         -1.72000
06-01-2011 19:07:28.000       3.38500         -1.28000          2.77400         -1.42900
06-01-2011 19:07:44.000       2.74900         -1.25100          2.22700        -0.987000
06-01-2011 19:08:00.000       2.92400         -1.40200          2.44700        -0.746000
06-01-2011 19:08:16.000       3.00900         -1.51200          2.49800        -0.715000
06-01-2011 19:08:32.000       2.39600         -1.15900          1.97300        -0.689000
06-01-2011 19:08:48.000       2.75600         -1.19800          2.37800        -0.698000
06-01-2011 19:09:04.000       2.41600         -1.15100          2.03600        -0.596000
06-01-2011 19:09:20.000       2.78200        -0.984000          2.55000        -0.409000
06-01-2011 19:09:36.000       3.32200         -1.56500          2.91300       -0.0590000
06-01-2011 19:09:52.000       2.96800         -1.44100          2.52800         0.441000
06-01-2011 19:10:08.000       2.93900         -1.40600          2.57100         0.134000
06-01-2011 19:10:24.000       1.85400        -0.716000          1.15300          1.02600
06-01-2011 19:10:40.000       2.45000         -1.05900          1.22400          1.17800
06-01-2011 19:10:56.000       2.96400        -0.513000        -0.491000          2.75500
06-01-2011 19:11:12.000       3.49300        -0.818000          1.31200          3.12000
06-01-2011 19:11:28.000       3.62200        -0.866000          1.36200          3.24000
06-01-2011 19:11:44.000       3.75600         -1.07300          1.54300          3.24700
06-01-2011 19:12:00.000       3.63100         -1.11500          1.89000          2.82500
06-01-2011 19:12:16.000       3.73300         -1.87600          2.43100          2.07900
06-01-2011 19:12:32.000       3.73100         -1.96800          2.39000          1.94800
06-01-2011 19:12:48.000       3.62800         -2.14600          2.77100         0.880000
06-01-2011 19:13:04.000       3.49600         -2.15700          2.23900          1.56800
06-01-2011 19:13:20.000       4.33500         -2.46100          2.66900          2.32400
06-01-2011 19:13:36.000       6.16400         -3.36200          4.19900          3.00800
06-01-2011 19:13:52.000       5.83400         -3.03600          4.08700          2.84100
06-01-2011 19:14:08.000       5.77000         -2.99500          4.01300          2.86400
06-01-2011 19:14:24.000       6.11300         -3.13600          4.28100          3.02400
06-01-2011 19:14:40.000       6.13800         -3.27700          4.32000          2.86000
06-01-2011 19:14:56.000       5.87300         -3.01000          4.18900          2.79400
06-01-2011 19:15:12.000       5.96500         -3.13600          3.75700          3.38600
06-01-2011 19:15:28.000       5.93700         -3.11800          4.26500          2.70100
06-01-2011 19:15:44.000       5.60400         -2.90900          4.17400          2.33200
06-01-2011 19:16:00.000       5.51700         -2.69600          3.97200          2.71100
06-01-2011 19:16:16.000       5.67700         -2.62900          4.23400          2.68500
06-01-2011 19:16:32.000       5.18300         -2.46600          3.88500          2.36400
06-01-2011 19:16:48.000       4.89100         -2.22600          3.56700          2.49200
06-01-2011 19:17:04.000       4.96700         -2.47800          3.74900          2.10000
06-01-2011 19:17:20.000       4.86100         -2.24600          3.91300          1.80300
06-01-2011 19:17:36.000       5.17400         -2.44000          4.21600          1.74100
06-01-2011 19:17:52.000       4.94900         -2.32000          4.03800          1.67100
06-01-2011 19:18:08.000       5.05800         -2.42600          4.12900          1.62200
06-01-2011 19:18:24.000       5.30200         -2.66800          4.24400          1.71500
06-01-2011 19:18:40.000       5.46100         -2.80200          4.39100          1.62100
06-01-2011 19:18:56.000       5.50000         -2.75500          4.44900          1.64500
06-01-2011 19:19:12.000       5.16900         -2.78600          4.19200          1.14700
06-01-2011 19:19:28.000       5.06100         -2.55600          4.29800         0.656000
06-01-2011 19:19:44.000       4.76900         -2.36200          4.12100         0.385000
06-01-2011 19:20:00.000       5.32200         -2.76200          4.33200          1.34100
06-01-2011 19:20:16.000       5.33900         -2.94200          4.21500          1.42800
06-01-2011 19:20:32.000       5.15900         -2.86800          4.13300          1.13200
06-01-2011 19:20:48.000       4.90100         -3.02100          3.57500          1.43600
06-01-2011 19:21:04.000       4.77200         -2.92600          3.34000          1.74200
06-01-2011 19:21:20.000       4.86000         -2.99100          3.45600          1.64100
06-01-2011 19:21:36.000       4.92700         -3.04000          3.53300          1.58700
06-01-2011 19:21:52.000       4.83600         -3.01900          3.44800          1.53900
06-01-2011 19:22:08.000       4.92800         -2.96400          3.64900          1.47400
06-01-2011 19:22:24.000       5.33500         -3.22200          3.99800          1.43500
06-01-2011 19:22:40.000       4.76900         -2.91800          3.25400          1.88200
06-01-2011 19:22:56.000       4.82200         -2.96300          3.37800          1.72100
06-01-2011 19:23:12.000       4.70000         -2.88100          3.12400          1.97000
06-01-2011 19:23:28.000       4.64900         -2.82200          3.24600          1.75800
06-01-2011 19:23:44.000       4.54400         -2.65900          3.39400          1.42900
06-01-2011 19:24:00.000       4.52500         -2.58200          3.40300          1.49000
06-01-2011 19:24:16.000       4.62400         -2.67700          3.45700          1.49900
06-01-2011 19:24:32.000       4.51500         -2.60900          3.32200          1.52700
06-01-2011 19:24:48.000       4.12300         -2.51100          2.86900          1.45900
06-01-2011 19:25:04.000       3.48000         -1.37600          3.15200        -0.170000
06-01-2011 19:25:20.000       3.86900         -1.52900          3.36800         0.110000
06-01-2011 19:25:36.000       4.46300         -2.24600          3.76000         0.850000
06-01-2011 19:25:52.000       4.43300         -2.36900          3.65000         0.828000
06-01-2011 19:26:08.000       3.95000         -1.85500          3.45100         0.358000
06-01-2011 19:26:24.000       4.53400         -2.62700          3.34200          1.51900
06-01-2011 19:26:40.000       4.48300         -2.91000          3.07200          1.40000
06-01-2011 19:26:56.000       4.08000         -2.52600          3.07800         0.842000
06-01-2011 19:27:12.000       3.30100         -2.13600          2.41800         0.409000
06-01-2011 19:27:28.000       3.09300         -1.73300          2.55700       -0.0620000
06-01-2011 19:27:44.000       3.03200         -1.68100          2.49800        -0.247000
06-01-2011 19:28:00.000       2.88100         -1.71100          2.30000        0.0680000
06-01-2011 19:28:16.000       3.07300         -1.92500          2.38500        0.0760000
06-01-2011 19:28:32.000       3.17200         -2.10300          2.33500         0.400000
06-01-2011 19:28:48.000       3.04300         -1.92000          2.31400         0.449000
06-01-2011 19:29:04.000       3.15200         -2.02200          2.40100         0.235000
06-01-2011 19:29:20.000       3.50300         -2.21700          2.69800         0.225000
06-01-2011 19:29:36.000       3.39700         -2.20500          2.58200        0.0380000
06-01-2011 19:29:52.000       4.07300         -2.47000          3.23200        -0.116000
06-01-2011 19:30:08.000       4.12500         -2.59700          3.20200       -0.0370000
06-01-2011 19:30:24.000       4.04000         -2.63000          3.05300         0.182000
06-01-2011 19:30:40.000       4.09500         -2.59800          3.15600       -0.0370000
06-01-2011 19:30:56.000       4.12400         -2.58200          3.20100        -0.216000
06-01-2011 19:31:12.000       3.89300         -2.27900          3.08800        -0.619000
06-01-2011 19:31:28.000       3.90600         -2.37900          3.07400        -0.157000
06-01-2011 19:31:44.000       4.03000         -2.52600          3.13000         0.195000
