EPOCH                           <|B|>         BX_(GSM)         BY_(GSM)         BZ_(GSM)
                                      (@_x_component_) (@_y_component_) (@_z_component_)
dd-mm-yyyy hh:mm:ss.ms             nT               nT               nT               nT
06-01-2011 21:07:28.000       10.7410          8.44700         -5.67400         -3.35600
06-01-2011 21:07:44.000       10.4760          8.21400         -5.19300         -3.84300
06-01-2011 21:08:00.000       11.8230          8.51900         -5.91000         -5.54400
06-01-2011 21:08:16.000       12.0680          7.14300         -3.53100         -8.92000
06-01-2011 21:08:32.000       11.8100          6.49400         -2.98800         -9.25700
06-01-2011 21:08:48.000       11.8120          6.09900         -2.50300         -9.63200
06-01-2011 21:09:04.000       12.7590          9.02400         -5.32800         -6.94300
06-01-2011 21:09:20.000       13.3990          7.92900         -4.11700         -9.93300
06-01-2011 21:09:36.000       12.8160          8.61800         -4.02100         -8.41700
06-01-2011 21:09:52.000       12.4700          6.73800         -2.71300         -10.0320
06-01-2011 21:10:08.000       12.6060          5.66400         -2.88800         -10.8210
06-01-2011 21:10:24.000       12.6660          4.89800         -2.03100         -11.4820
06-01-2011 21:10:40.000       12.7610          5.33500         -2.54700         -11.2820
06-01-2011 21:10:56.000       13.4150          6.29400         -2.61700         -11.5220
06-01-2011 21:11:12.000       12.8430          5.82600         -2.56700         -11.1360
06-01-2011 21:11:28.000       13.1770          5.61300         -1.91300         -11.7360
06-01-2011 21:11:44.000       12.9350          4.15700        -0.617000         -12.2220
06-01-2011 21:12:00.000       12.1080          4.59200         -1.02400         -11.1360
06-01-2011 21:12:16.000       12.4910          4.36500         -2.85100         -11.3050
06-01-2011 21:12:32.000       12.8020          3.48700         -2.07700         -12.0890
06-01-2011 21:12:48.000       13.4280          3.64700         -2.98800         -12.5170
06-01-2011 21:13:04.000       14.0060          5.09900         -2.37600         -12.8190
06-01-2011 21:13:20.000       14.4560          5.53800         -2.04500         -13.1770
06-01-2011 21:13:36.000       14.8930          5.78300         -2.10400         -13.5510
06-01-2011 21:13:52.000       13.6480          5.03000         -1.39800         -12.5690
06-01-2011 21:14:08.000       13.9510          4.40800        -0.413000         -13.2040
06-01-2011 21:14:24.000       14.3130          4.19600        -0.777000         -13.6460
06-01-2011 21:14:40.000       14.4110          4.70100        -0.609000         -13.5860
06-01-2011 21:14:56.000       14.2830          3.19500        -0.435000         -13.8830
06-01-2011 21:15:12.000       13.2450          2.18300        0.0500000         -12.9750
06-01-2011 21:15:28.000       13.6110          2.93200        -0.556000         -13.2660
06-01-2011 21:15:44.000       13.4110          2.17900        -0.874000         -13.1370
06-01-2011 21:16:00.000       13.0400          1.24200         -1.66400         -12.8070
06-01-2011 21:16:16.000       11.8650         0.499000         -2.48600         -11.4830
06-01-2011 21:16:32.000       12.5900          4.22400         -2.14800         -11.6120
06-01-2011 21:16:48.000       12.6370          4.69700         -2.03800         -11.5220
06-01-2011 21:17:04.000       12.7740          5.00100         -3.19400         -11.2690
06-01-2011 21:17:20.000       12.2650          7.28900          1.46600         -9.58000
06-01-2011 21:17:36.000       10.9140          6.37500         -3.25500         -8.09100
06-01-2011 21:17:52.000       10.2570          8.02600         -5.00000         -3.76200
06-01-2011 21:18:08.000       11.1220          8.43900         -6.80400         -2.01300
06-01-2011 21:18:24.000       11.7960          9.18100         -6.58600         -3.23700
06-01-2011 21:18:40.000       11.7780          9.21100         -6.57800         -3.03500
06-01-2011 21:18:56.000       11.6180          8.82100         -6.42700         -2.74100
06-01-2011 21:19:12.000       11.6310          8.75900         -7.39400          1.68200
06-01-2011 21:19:28.000       11.8890          7.66700         -8.35300          3.06900
06-01-2011 21:19:44.000       11.6900          7.01700         -8.72100          2.50500
06-01-2011 21:20:00.000       9.34400          5.01500         -6.48100          4.38800
06-01-2011 21:20:16.000       9.63900          6.40400         -6.21200          3.60100
06-01-2011 21:20:32.000       10.7550          7.53500         -6.40500          3.87600
06-01-2011 21:20:48.000       8.43800          4.48900         -5.70600          4.23900
06-01-2011 21:21:04.000       8.05700          5.09000         -3.93700          4.65600
06-01-2011 21:21:20.000       10.6390          7.96400         -3.87900          5.85600
06-01-2011 21:21:36.000       11.2750          8.02100         -5.61200          5.53600
06-01-2011 21:21:52.000       10.6010          6.46000         -6.58000          5.15800
06-01-2011 21:22:08.000       12.7220          1.69400         -4.55000          11.4700
06-01-2011 21:22:24.000       14.8410         0.580000         -4.15800          14.2320
06-01-2011 21:22:40.000       15.1290         0.865000         -4.80500          14.3160
06-01-2011 21:22:56.000       15.1750          1.09200         -4.55300          14.4240
06-01-2011 21:23:12.000       15.1890         0.977000         -4.56900          14.4440
06-01-2011 21:23:28.000       14.4530         0.583000         -4.43600          13.7190
06-01-2011 21:23:44.000       14.5680          1.42300         -5.23200          13.5110
06-01-2011 21:24:00.000       14.7730          1.29100         -5.55900          13.6160
06-01-2011 21:24:16.000       14.4020         0.827000         -5.21800          13.3770
06-01-2011 21:24:32.000       14.4800          1.84200         -6.14700          12.9070
06-01-2011 21:24:48.000       14.3970          2.56700         -6.66000          12.4870
06-01-2011 21:25:04.000       14.0940          3.50000         -5.46900          12.3810
06-01-2011 21:25:20.000       14.0830          6.85300         -7.90600          8.77200
06-01-2011 21:25:36.000       14.4100          11.6000         -8.44200         -1.20000
06-01-2011 21:25:52.000       14.1720          10.6630         -9.21300        -0.672000
06-01-2011 21:26:08.000       14.1500          10.2630         -9.60800          1.37200
06-01-2011 21:26:24.000       14.2100          10.3000         -9.70800         0.678000
06-01-2011 21:26:40.000       14.2460          8.18100         -10.5500         -4.36000
06-01-2011 21:26:56.000       14.5450          7.32700         -10.6740         -6.55200
06-01-2011 21:27:12.000       14.4010          8.75700         -8.68900         -7.12900
06-01-2011 21:27:28.000       14.4690          8.17400         -5.47800         -10.4350
06-01-2011 21:27:44.000       14.7070          8.42000         -6.15700         -10.2850
06-01-2011 21:28:00.000       14.9380          8.85200         -6.77000         -9.93600
06-01-2011 21:28:16.000       14.7340          8.79700         -6.64000         -9.77200
06-01-2011 21:28:32.000       14.6560          8.37400         -5.98700         -10.4180
06-01-2011 21:28:48.000       14.7860          8.23000         -6.26500         -10.4160
06-01-2011 21:29:04.000       15.1470          8.44000         -5.37300         -11.2940
06-01-2011 21:29:20.000       14.9890          8.03400         -3.85100         -12.0490
06-01-2011 21:29:36.000       14.7590          7.85100         -3.52800         -11.9830
06-01-2011 21:29:52.000       14.3990          7.84100         -3.91800         -11.4180
06-01-2011 21:30:08.000       14.1120          8.08400         -4.81400         -10.5060
06-01-2011 21:30:24.000       13.9150          7.96200         -4.93000         -10.2820
06-01-2011 21:30:40.000       13.5000          8.01100         -5.30600         -9.45900
06-01-2011 21:30:56.000       13.4360          8.17100         -6.05300         -8.72900
06-01-2011 21:31:12.000       13.5000          8.14000         -6.20000         -8.75600
06-01-2011 21:31:28.000       13.5330          7.48800         -4.38300         -10.3450
06-01-2011 21:31:44.000       13.7010          6.50600         -2.47100         -11.7860
06-01-2011 21:32:00.000       13.4740          6.40200         -2.80100         -11.4870
06-01-2011 21:32:16.000       13.6210          5.89000         -1.01800         -12.1890
06-01-2011 21:32:32.000       13.2020          7.78900         -5.54500         -9.01700
06-01-2011 21:32:48.000       11.9380          7.64800         -7.44900         -5.15600
06-01-2011 21:33:04.000       11.4060          7.00000         -8.01500         -4.09100
06-01-2011 21:33:20.000       11.9480          7.37100         -8.48400         -4.04300
06-01-2011 21:33:36.000       12.1030          7.52900         -8.71500         -3.70800
06-01-2011 21:33:52.000       12.0250          7.22300         -8.88800         -3.64300
06-01-2011 21:34:08.000       11.9410          7.10300         -9.18100         -2.75100
06-01-2011 21:34:24.000       12.7060          7.87000         -6.71700         -6.86900
06-01-2011 21:34:40.000       13.2610          6.90300         -3.25900         -10.8380
06-01-2011 21:34:56.000       13.3540          7.11600         -3.05500         -10.8700
06-01-2011 21:35:12.000       13.4890          7.33400         -4.17900         -10.4940
06-01-2011 21:35:28.000       12.9460          6.87800         -4.01200         -10.1600
06-01-2011 21:35:44.000       13.5720          8.09800         -2.08000         -10.6870
06-01-2011 21:36:00.000       13.0340          7.04300         -2.74600         -10.5910
06-01-2011 21:36:16.000       13.1720          6.90100         -1.54700         -11.0920
06-01-2011 21:36:32.000       13.1330          6.79800         -3.77200         -10.5730
06-01-2011 21:36:48.000       13.6280          7.37800         -4.10800         -10.6940
06-01-2011 21:37:04.000       13.6610          7.20300         -3.98300         -10.8980
06-01-2011 21:37:20.000       13.5550          6.92100         -3.85100         -10.9970
06-01-2011 21:37:36.000       13.5310          7.37000         -3.98800         -10.6220
06-01-2011 21:37:52.000       13.7050          7.56500         -4.20600         -10.6250
06-01-2011 21:38:08.000       13.8840          7.63800         -4.52100         -10.6750
06-01-2011 21:38:24.000       14.0810          8.04300         -4.57900         -10.6110
06-01-2011 21:38:40.000       14.0020          8.08700         -4.78300         -10.3800
06-01-2011 21:38:56.000       14.1700          8.23500         -5.07300         -10.3550
06-01-2011 21:39:12.000       14.1200          8.08400         -5.22600         -10.3280
06-01-2011 21:39:28.000       14.0200          8.06900         -5.21200         -10.2090
06-01-2011 21:39:44.000       13.8360          7.88500         -5.08800         -10.1660
06-01-2011 21:40:00.000       14.0200          8.05800         -5.48300         -10.0780
06-01-2011 21:40:16.000       14.0140          8.13500         -5.45500         -10.0220
06-01-2011 21:40:32.000       14.0580          8.21500         -5.25400         -10.1240
06-01-2011 21:40:48.000       13.8830          8.20100         -5.50600         -9.75300
06-01-2011 21:41:04.000       13.8510          8.06800         -5.59300         -9.77000
06-01-2011 21:41:20.000       13.9350          8.11200         -5.84600         -9.70000
06-01-2011 21:41:36.000       14.0400          8.25800         -6.42400         -9.36100
06-01-2011 21:41:52.000       14.1280          8.11400         -6.15900         -9.78900
06-01-2011 21:42:08.000       14.1770          8.19400         -6.21100         -9.75900
06-01-2011 21:42:24.000       13.9820          7.92800         -5.93900         -9.86700
06-01-2011 21:42:40.000       13.8540          7.82200         -5.65900         -9.93500
06-01-2011 21:42:56.000       13.8910          7.90700         -5.65800         -9.92000
06-01-2011 21:43:12.000       13.9160          7.85600         -5.81100         -9.90700
06-01-2011 21:43:28.000       13.9840          7.88200         -5.84000         -9.96500
06-01-2011 21:43:44.000       14.0290          7.97900         -5.80600         -9.97100
06-01-2011 21:44:00.000       13.9100          7.88100         -5.64900         -9.97000
06-01-2011 21:44:16.000       13.9410          7.82400         -5.88300         -9.92500
06-01-2011 21:44:32.000       13.9590          7.84100         -5.80000         -9.98000
06-01-2011 21:44:48.000       13.9380          7.88000         -5.69600         -9.98300
06-01-2011 21:45:04.000       13.9130          7.80100         -5.89100         -9.89300
06-01-2011 21:45:20.000       14.0550          7.74100         -6.29300         -9.89800
06-01-2011 21:45:36.000       14.2030          7.95600         -5.83300         -10.2130
06-01-2011 21:45:52.000       14.2040          8.27100         -5.71400         -10.0250
06-01-2011 21:46:08.000       14.2630          8.01600         -6.38200         -9.91500
06-01-2011 21:46:24.000       14.2730          7.82700         -6.52800         -9.97700
06-01-2011 21:46:40.000       14.3660          7.57800         -6.61400         -10.2550
06-01-2011 21:46:56.000       14.5710          7.55200         -6.84800         -10.4100
06-01-2011 21:47:12.000       14.4220          7.45500         -6.96500         -10.1900
06-01-2011 21:47:28.000       14.5030          7.40200         -7.16100         -10.2100
06-01-2011 21:47:44.000       14.4930          7.25600         -7.20700         -10.2680
06-01-2011 21:48:00.000       14.5620          7.38500         -7.21500         -10.2690
06-01-2011 21:48:16.000       14.5900          7.55300         -7.14700         -10.2330
06-01-2011 21:48:32.000       14.5700          7.51500         -7.08800         -10.2720
06-01-2011 21:48:48.000       14.4290          7.29300         -7.09000         -10.2320
06-01-2011 21:49:04.000       14.4150          7.27700         -7.03500         -10.2620
06-01-2011 21:49:20.000       14.5930          7.39800         -7.18800         -10.3220
06-01-2011 21:49:36.000       14.5390          7.80800         -7.03300         -10.0420
06-01-2011 21:49:52.000       14.5980          7.83600         -7.21500         -9.98100
06-01-2011 21:50:08.000       14.4690          7.57600         -7.19100         -10.0120
06-01-2011 21:50:24.000       14.2510          7.73200         -7.25200         -9.51700
06-01-2011 21:50:40.000       14.2930          7.60600         -7.74900         -9.28800
06-01-2011 21:50:56.000       14.3100          7.72800         -7.45700         -9.45500
06-01-2011 21:51:12.000       14.1690          7.25900         -7.69000         -9.42800
06-01-2011 21:51:28.000       14.3670          7.31500         -7.76500         -9.62100
06-01-2011 21:51:44.000       14.1230          7.27500         -7.72100         -9.32200
06-01-2011 21:52:00.000       13.8550          7.17700         -7.30400         -9.33000
06-01-2011 21:52:16.000       13.7630          6.65400         -7.36400         -9.51900
06-01-2011 21:52:32.000       14.0150          7.07400         -7.39200         -9.57500
06-01-2011 21:52:48.000       14.0500          7.08700         -7.23400         -9.72900
06-01-2011 21:53:04.000       14.0770          7.66300         -7.63300         -9.00200
06-01-2011 21:53:20.000       13.9710          8.22900         -7.84100         -8.09700
06-01-2011 21:53:36.000       13.9570          8.36300         -7.82200         -7.96600
06-01-2011 21:53:52.000       14.0250          8.26300         -7.83700         -8.17800
06-01-2011 21:54:08.000       13.8760          7.33700         -8.02800         -8.58800
06-01-2011 21:54:24.000       13.8870          7.29200         -8.19100         -8.51000
06-01-2011 21:54:40.000       13.9540          7.43600         -8.38800         -8.30800
06-01-2011 21:54:56.000       13.9660          6.75300         -8.55200         -8.71300
06-01-2011 21:55:12.000       13.7470          6.18900         -8.61000         -8.74700
06-01-2011 21:55:28.000       13.7760          6.13800         -8.82900         -8.60900
06-01-2011 21:55:44.000       13.7590          6.09200         -9.08200         -8.34800
06-01-2011 21:56:00.000       14.1470          6.03000         -9.61500         -8.44400
06-01-2011 21:56:16.000       14.0320          5.86600         -9.58700         -8.40000
06-01-2011 21:56:32.000       13.8200          6.27300         -9.54300         -7.77500
06-01-2011 21:56:48.000       14.0860          6.79300         -9.75900         -7.54400
06-01-2011 21:57:04.000       14.0760          7.05400         -9.65500         -7.40900
06-01-2011 21:57:20.000       13.9830          7.31300         -9.43000         -7.28700
06-01-2011 21:57:36.000       14.0630          7.00600         -9.72500         -7.34000
06-01-2011 21:57:52.000       13.7740          7.70700         -9.10300         -6.84000
06-01-2011 21:58:08.000       13.6310          8.08000         -8.92800         -6.37100
06-01-2011 21:58:24.000       13.7040          8.09000         -9.06500         -6.33400
06-01-2011 21:58:40.000       13.6800          7.98000         -9.30600         -6.06500
06-01-2011 21:58:56.000       14.1230          8.22900         -10.0320         -5.56600
06-01-2011 21:59:12.000       14.2510          8.42200         -9.77900         -6.03100
06-01-2011 21:59:28.000       14.4180          8.37200         -10.4580         -5.32300
06-01-2011 21:59:44.000       14.4570          8.17200         -10.7680         -5.12000
06-01-2011 22:00:00.000       14.4130          7.53700         -10.8740         -5.67300
06-01-2011 22:00:16.000       14.5460          7.88600         -11.2410         -4.78200
06-01-2011 22:00:32.000       14.8880          7.75400         -11.6770         -4.97800
06-01-2011 22:00:48.000       14.9790          7.76000         -11.9490         -4.58700
06-01-2011 22:01:04.000       15.3480          8.74700         -12.2770         0.433000
06-01-2011 22:01:20.000       15.3280          8.71100         -12.2670          2.69300
06-01-2011 22:01:36.000       15.5330          8.69900         -12.7720        -0.858000
06-01-2011 22:01:52.000       15.3470          9.15800         -11.7360         -3.46000
06-01-2011 22:02:08.000       15.4790          9.51400         -10.0470         -6.93200
06-01-2011 22:02:24.000       15.4320          9.53300         -10.2300         -6.50600
06-01-2011 22:02:40.000       15.2010          9.06200         -8.15200         -9.05700
06-01-2011 22:02:56.000       15.3320          9.11900         -8.20100         -9.19000
06-01-2011 22:03:12.000       15.5840          9.11500         -8.68000         -9.16600
06-01-2011 22:03:28.000       15.6260          8.62900         -9.39700         -9.00600
06-01-2011 22:03:44.000       15.6570          8.38900         -9.20500         -9.48700
06-01-2011 22:04:00.000       15.5750          8.43200         -9.13700         -9.37500
06-01-2011 22:04:16.000       15.5350          8.91000         -9.78100         -8.10400
06-01-2011 22:04:32.000       15.0760          8.92200         -9.96000         -6.94800
06-01-2011 22:04:48.000       14.7540          8.49300         -11.3300         -4.01400
06-01-2011 22:05:04.000       14.6930          8.29200         -10.9400         -4.97100
06-01-2011 22:05:20.000       14.5140          8.19500         -8.12600         -8.79300
06-01-2011 22:05:36.000       14.0940          7.75200         -5.06600         -10.5720
06-01-2011 22:05:52.000       14.0970          7.31900         -4.54700         -11.1500
06-01-2011 22:06:08.000       13.8480          6.85500         -4.84600         -11.0100
06-01-2011 22:06:24.000       13.8060          6.96000         -5.29200         -10.6680
06-01-2011 22:06:40.000       13.6170          7.11300         -5.33900         -10.3040
06-01-2011 22:06:56.000       13.5460          7.26700         -5.18400         -10.1830
06-01-2011 22:07:12.000       13.3500          6.94400         -4.81000         -10.3300
06-01-2011 22:07:28.000       13.3820          6.98900         -5.20600         -10.1500
06-01-2011 22:07:44.000       13.4110          6.87000         -5.29700         -10.2140
06-01-2011 22:08:00.000       13.4140          7.00800         -5.15900         -10.1970
06-01-2011 22:08:16.000       13.4910          7.19900         -5.18300         -10.1570
06-01-2011 22:08:32.000       13.4390          6.95900         -4.81000         -10.4320
06-01-2011 22:08:48.000       13.4330          6.83600         -4.12600         -10.7980
06-01-2011 22:09:04.000       13.5440          6.84800         -4.39200         -10.8200
06-01-2011 22:09:20.000       13.6110          6.79600         -3.88800         -11.1290
06-01-2011 22:09:36.000       13.4650          6.73300         -4.13200         -10.8910
06-01-2011 22:09:52.000       13.4650          6.96100         -3.89000         -10.8360
06-01-2011 22:10:08.000       13.2630          7.02000         -4.15900         -10.4450
06-01-2011 22:10:24.000       13.2900          7.07000         -4.57100         -10.2720
06-01-2011 22:10:40.000       13.3670          6.19600         -4.52300         -10.9400
06-01-2011 22:10:56.000       13.4670          5.57300         -4.74300         -11.2960
06-01-2011 22:11:12.000       13.6090          5.85100         -4.11800         -11.5740
06-01-2011 22:11:28.000       13.6450          5.70500         -4.22800         -11.6500
06-01-2011 22:11:44.000       13.7800          5.69700         -4.74900         -11.6070
06-01-2011 22:12:00.000       13.8570          6.10100         -4.04800         -11.7570
06-01-2011 22:12:16.000       13.9760          5.88300         -3.90200         -12.0550
06-01-2011 22:12:32.000       13.8220          6.00900         -4.37200         -11.6520
06-01-2011 22:12:48.000       14.0660          6.29900         -3.22400         -12.1330
06-01-2011 22:13:04.000       14.1160          6.37500         -2.81500         -12.2730
06-01-2011 22:13:20.000       14.3020          6.51300         -2.65500         -12.4510
06-01-2011 22:13:36.000       13.8970          6.49100         -2.37100         -12.0510
06-01-2011 22:13:52.000       13.8620          6.72400         -5.40600         -10.0810
06-01-2011 22:14:08.000       13.9080          6.42000         -9.72600         -7.56500
06-01-2011 22:14:24.000       13.5450          5.77700         -8.98300         -8.31600
06-01-2011 22:14:40.000       13.4510          5.91800         -8.45400         -8.61900
06-01-2011 22:14:56.000       13.6500          5.97000         -8.10200         -9.18000
06-01-2011 22:15:12.000       13.6070          6.34900         -8.04700         -8.94300
06-01-2011 22:15:28.000       13.6400          6.44700         -8.23100         -8.74800
06-01-2011 22:15:44.000       14.0530          6.97400         -7.63200         -9.51300
06-01-2011 22:16:00.000       13.8400          7.33900         -6.84400         -9.49900
06-01-2011 22:16:16.000       13.7750          6.67100         -7.69400         -9.23900
06-01-2011 22:16:32.000       13.7700          6.44200         -8.16900         -9.01500
06-01-2011 22:16:48.000       13.8440          6.30400         -6.82500         -10.2530
06-01-2011 22:17:04.000       13.9210          6.25300         -6.02200         -10.8160
06-01-2011 22:17:20.000       13.9610          6.76800         -5.58700         -10.8420
06-01-2011 22:17:36.000       14.0710          6.71900         -6.26000         -10.6570
06-01-2011 22:17:52.000       14.2810          6.36900         -5.79800         -11.3530
06-01-2011 22:18:08.000       14.3840          5.50000         -6.91500         -11.3460
06-01-2011 22:18:24.000       14.4290          5.42900         -6.03500         -11.9110
06-01-2011 22:18:40.000       14.1780          5.42200         -2.34000         -12.7990
06-01-2011 22:18:56.000       14.0430          4.51300         0.447000         -13.1370
06-01-2011 22:19:12.000       14.1830          2.92600          2.87500         -13.5540
06-01-2011 22:19:28.000       13.9420          3.10400          3.08500         -13.1710
06-01-2011 22:19:44.000       13.4620          3.67300          1.65900         -12.8370
06-01-2011 22:20:00.000       13.5480          3.22600          2.65300         -12.8670
06-01-2011 22:20:16.000       13.6570          3.51100          2.22900         -12.9580
06-01-2011 22:20:32.000       13.8440          2.54100         0.557000         -13.5690
06-01-2011 22:20:48.000       13.7600          3.34700          1.12100         -13.2760
06-01-2011 22:21:04.000       13.7010          2.45200          2.38000         -13.2550
06-01-2011 22:21:20.000       13.9350          3.22100          1.58100         -13.4590
06-01-2011 22:21:36.000       13.8430          3.20500          2.08700         -13.3010
06-01-2011 22:21:52.000       13.8150          3.94100         0.736000         -13.1420
06-01-2011 22:22:08.000       14.0960          4.60100         -1.23100         -13.1630
06-01-2011 22:22:24.000       14.1400          4.72400         -2.33200         -13.1020
06-01-2011 22:22:40.000       14.2370          5.43400         -3.33600         -12.7180
06-01-2011 22:22:56.000       14.2020          4.99800         -3.56500         -12.7970
06-01-2011 22:23:12.000       13.8460          4.85100         -3.36900         -12.5070
06-01-2011 22:23:28.000       13.5230          4.94100         -4.08300         -11.8930
06-01-2011 22:23:44.000       13.6080          4.28500         -1.19400         -12.7730
06-01-2011 22:24:00.000       13.7760          3.72700        0.0470000         -13.2600
06-01-2011 22:24:16.000       13.8410          3.83700         0.194000         -13.2950
06-01-2011 22:24:32.000       13.6220          4.00200       -0.0880000         -13.0200
06-01-2011 22:24:48.000       14.0190          3.31900          2.23500         -13.2290
06-01-2011 22:25:04.000       13.6960          4.00200        -0.577000         -13.0790
06-01-2011 22:25:20.000       13.6880          3.64100         0.265000         -13.1700
06-01-2011 22:25:36.000       13.7540          3.25400         0.995000         -13.3230
06-01-2011 22:25:52.000       14.0020          2.89500          1.33600         -13.6310
06-01-2011 22:26:08.000       14.4780          2.38400          1.91200         -14.1460
06-01-2011 22:26:24.000       14.6140          2.67000          2.32600         -14.1730
06-01-2011 22:26:40.000       14.8980          2.12500          3.16500         -14.3950
06-01-2011 22:26:56.000       14.6690          2.18700          2.04300         -14.3370
06-01-2011 22:27:12.000       14.5850          2.19900          1.91500         -14.2850
06-01-2011 22:27:28.000       14.6370          2.41300          3.16100         -14.0800
06-01-2011 22:27:44.000       14.7750          1.52800          2.99900         -14.3840
06-01-2011 22:28:00.000       14.7210          1.52800          3.33600         -14.2530
06-01-2011 22:28:16.000       14.7280          1.28100          3.40500         -14.2650
06-01-2011 22:28:32.000       14.6770          1.61900          3.39300         -14.1860
06-01-2011 22:28:48.000       14.8180          1.51400          3.56900         -14.2990
06-01-2011 22:29:04.000       14.8750          1.12500          3.81900         -14.3310
06-01-2011 22:29:20.000       14.7170         0.340000          4.25600         -14.0620
06-01-2011 22:29:36.000       13.9350          1.83100          1.73600         -13.0980
06-01-2011 22:29:52.000       14.2180          7.28800         -4.88600         -10.7980
06-01-2011 22:30:08.000       13.8600          8.39800         -6.08000         -9.15200
06-01-2011 22:30:24.000       13.8950          9.14900         -6.28900         -8.33800
06-01-2011 22:30:40.000       13.7080          8.28600         -4.79600         -9.66400
06-01-2011 22:30:56.000       13.5090          7.86600         -4.50100         -9.98900
06-01-2011 22:31:12.000       14.0060          7.92000         -4.70100         -10.5350
06-01-2011 22:31:28.000       14.0240          8.03500         -4.51500         -10.5530
06-01-2011 22:31:44.000       13.9170          7.78200         -4.02200         -10.7760
06-01-2011 22:32:00.000       13.9280          8.16200         -3.95600         -10.5510
06-01-2011 22:32:16.000       13.9990          8.17500         -3.70900         -10.7260
06-01-2011 22:32:32.000       14.1850          8.77100         -3.71000         -10.4850
06-01-2011 22:32:48.000       13.9530          9.12600         -4.60800         -9.48000
06-01-2011 22:33:04.000       13.6970          8.82900         -2.94800         -10.0030
06-01-2011 22:33:20.000       13.2690          8.71400         -1.17300         -9.87800
06-01-2011 22:33:36.000       13.3820          9.21400         -1.30200         -9.57000
06-01-2011 22:33:52.000       13.5830          7.87700         -4.58400         -9.85200
06-01-2011 22:34:08.000       13.4510          8.53100         -1.29800         -10.2330
06-01-2011 22:34:24.000       13.5800          8.22400         -1.53600         -10.6140
06-01-2011 22:34:40.000       13.6380          8.81500         -1.15700         -10.3200
06-01-2011 22:34:56.000       13.7360          8.61000         0.388000         -10.6350
06-01-2011 22:35:12.000       13.6430          8.17200       -0.0560000         -10.9010
06-01-2011 22:35:28.000       13.6520          8.97600        -0.350000         -10.2500
06-01-2011 22:35:44.000       13.7850          9.24300         -1.20500         -10.1360
06-01-2011 22:36:00.000       13.7530          8.10100        -0.663000         -11.0780
06-01-2011 22:36:16.000       13.5910          7.83700        -0.634000         -11.0660
06-01-2011 22:36:32.000       13.6460          7.85400        -0.502000         -11.1200
06-01-2011 22:36:48.000       13.9120          7.34200         -1.49500         -11.6900
06-01-2011 22:37:04.000       14.0700          6.98200         -1.12700         -12.1490
06-01-2011 22:37:20.000       13.6980          6.59200         -1.18000         -11.9000
06-01-2011 22:37:36.000       13.7690          7.10000         -1.68800         -11.6070
06-01-2011 22:37:52.000       13.7130          7.78900         -1.61600         -11.0010
06-01-2011 22:38:08.000       13.3860          7.76700         -2.28900         -10.6030
06-01-2011 22:38:24.000       13.2490          9.10700         -2.41900         -9.29300
06-01-2011 22:38:40.000       12.9950          9.54700         -2.69200         -8.35700
06-01-2011 22:38:56.000       13.1630          9.60000         -2.40700         -8.61000
06-01-2011 22:39:12.000       13.3990          7.92700         -2.40100         -10.2680
06-01-2011 22:39:28.000       13.4530          7.43600         -3.32900         -10.6090
06-01-2011 22:39:44.000       13.5170          6.72900         -2.61800         -11.2150
06-01-2011 22:40:00.000       13.2840          7.64600         -2.97400         -10.2360
06-01-2011 22:40:16.000       13.2330          9.10900         -1.24200         -9.41500
06-01-2011 22:40:32.000       13.0140          9.31400        -0.574000         -9.06000
06-01-2011 22:40:48.000       12.8210          9.29100        -0.820000         -8.72600
06-01-2011 22:41:04.000       12.9650          9.05200         0.294000         -9.26200
06-01-2011 22:41:20.000       12.8310          9.36400         0.972000         -8.69100
06-01-2011 22:41:36.000       12.7130          9.38000          1.52000         -8.41800
06-01-2011 22:41:52.000       12.4970          8.57000          2.13300         -8.58900
06-01-2011 22:42:08.000       12.6600          9.18700          1.67700         -8.18200
06-01-2011 22:42:24.000       12.7930          6.56500         0.273000         -9.50000
06-01-2011 22:42:40.000       13.5520          2.71400         -3.47300         -12.4430
06-01-2011 22:42:56.000       13.8550          6.48100         -1.11300         -12.0300
06-01-2011 22:43:12.000       13.9390          7.33300         -1.96500         -11.6530
06-01-2011 22:43:28.000       13.9730          7.29500         -2.28400         -11.6840
06-01-2011 22:43:44.000       14.4140          7.83100         -1.90500         -11.9300
06-01-2011 22:44:00.000       14.5880          7.02900         -4.10100         -11.9070
06-01-2011 22:44:16.000       14.5420          6.43400         -5.43200         -11.8410
06-01-2011 22:44:32.000       14.4860          6.26300         -5.86800         -11.6570
06-01-2011 22:44:48.000       14.1390          6.22500         -5.21800         -11.5180
06-01-2011 22:45:04.000       14.2640          6.37800         -5.28900         -11.4590
06-01-2011 22:45:20.000       14.5080          8.75600         -3.54300         -10.9960
06-01-2011 22:45:36.000       14.6500          8.78600         -3.92700         -11.0410
06-01-2011 22:45:52.000       14.8110          8.93300         -3.88600         -11.1390
06-01-2011 22:46:08.000       14.8730          9.16400         -3.92500         -11.0230
06-01-2011 22:46:24.000       14.8110          9.81400         -3.17800         -10.6090
06-01-2011 22:46:40.000       14.3710          9.13700         -2.87500         -10.6850
06-01-2011 22:46:56.000       14.9080          8.95600         -3.90800         -11.2470
06-01-2011 22:47:12.000       15.0090          8.88100         -4.30500         -11.3060
06-01-2011 22:47:28.000       14.8630          8.68700         -4.45700         -11.2000
06-01-2011 22:47:44.000       15.0840          7.88400         -6.49900         -11.0760
